source,target
Ruby Dee,Thelma Ritter
Ruby Dee,Jan Sterling
Jack Gilford,Thelma Ritter
Jack Gilford,Jan Sterling
Thelma Ritter,Jan Sterling
Charles Boyer,Jennifer Jones
Charles Boyer,Sara Allgood
Charles Boyer,Ernst Lubitsch
Jennifer Jones,Sara Allgood
Jennifer Jones,Ernst Lubitsch
Sara Allgood,Ernst Lubitsch
Klaus Maria Brandauer,Francis Ford Coppola
Gary Cooper,Paulette Goddard
Gary Cooper,Akim Tamiroff
Gary Cooper,Robert Ryan
Gary Cooper,Cecil B. DeMille
Gary Cooper,Cecil B. DeMille
Paulette Goddard,Akim Tamiroff
Paulette Goddard,Robert Ryan
Paulette Goddard,Cecil B. DeMille
Paulette Goddard,Cecil B. DeMille
Akim Tamiroff,Robert Ryan
Akim Tamiroff,Cecil B. DeMille
Akim Tamiroff,Cecil B. DeMille
Robert Ryan,Cecil B. DeMille
Robert Ryan,Cecil B. DeMille
Cecil B. DeMille,Cecil B. DeMille
Sigourney Weaver,Michael Caine
Vincent Gardenia,James Woods
Burt Reynolds,Diana Scarwid
Spencer Tracy,Bette Davis
Spencer Tracy,Louis Calhern
Spencer Tracy,Michael Curtiz
Bette Davis,Louis Calhern
Bette Davis,Michael Curtiz
Louis Calhern,Michael Curtiz
Ian McKellen,Vivien Merchant
Irene Dunne,Dean Jagger
Johnny Depp,Richard Jenkins
Mary Tyler Moore,Christine Lahti
Mary Tyler Moore,Sam Waterston
Christine Lahti,Sam Waterston
Richard Burton,Valentina Cortese
Lynn Carlin,Buck Henry
Lynn Carlin,Kathy Bates
Buck Henry,Kathy Bates
Cary Grant,Ginger Rogers
Cary Grant,Leo McCarey
Ginger Rogers,Leo McCarey
Teri Garr,Tom Conti
Meg Tilly,Harvey Keitel
Peter Ustinov,Oskar Werner
Humphrey Bogart,Sylvia Sidney
Humphrey Bogart,Eddie Albert
Sylvia Sidney,Eddie Albert
Jean Arthur,William Holden
Jean Arthur,Wesley Ruggles
William Holden,Wesley Ruggles
Penélope Cruz,Javier Bardem
Robert Donat,Robert Morley
Robert Donat,John Mills
Robert Donat,Carol Reed
Robert Morley,John Mills
Robert Morley,Carol Reed
John Mills,Carol Reed
Michael Redgrave,Carol Reed
Joan Blondell,Roland Young
Joan Blondell,Billie Burke
Joan Blondell,H. B. Warner
Roland Young,Billie Burke
Roland Young,H. B. Warner
Billie Burke,H. B. Warner
Roland Young,Billie Burke
Alan Alda,Michael Caine
Alan Alda,Michelle Pfeiffer
Alan Alda,Bob Hoskins
Alan Alda,Lillian Gish
Alan Alda,Alan Alda
Michael Caine,Michelle Pfeiffer
Michael Caine,Bob Hoskins
Michael Caine,Lillian Gish
Michael Caine,Alan Alda
Michelle Pfeiffer,Bob Hoskins
Michelle Pfeiffer,Lillian Gish
Michelle Pfeiffer,Alan Alda
Bob Hoskins,Lillian Gish
Bob Hoskins,Alan Alda
Lillian Gish,Alan Alda
Debbie Reynolds,Tony Curtis
Debbie Reynolds,Ellen Burstyn
Debbie Reynolds,Walter Matthau
Debbie Reynolds,Vincente Minnelli
Tony Curtis,Ellen Burstyn
Tony Curtis,Walter Matthau
Tony Curtis,Vincente Minnelli
Ellen Burstyn,Walter Matthau
Ellen Burstyn,Vincente Minnelli
Walter Matthau,Vincente Minnelli
John Wayne,Dorothy Dandridge
Glenda Jackson,Ben Kingsley
Glenda Jackson,Nigel Hawthorne
Ben Kingsley,Nigel Hawthorne
Joan Blondell,John Wayne
Jean Arthur,John Wayne
John Wayne,Walter Brennan
John Wayne,Anthony Quinn
John Wayne,Judith Anderson
John Wayne,James Gleason
Anthony Quinn,Judith Anderson
Anthony Quinn,James Gleason
Judith Anderson,James Gleason
William Hurt,Sigourney Weaver
William Hurt,Christopher Plummer
William Hurt,James Woods
William Hurt,Morgan Freeman
William Hurt,Peter Yates
Sigourney Weaver,Christopher Plummer
Sigourney Weaver,James Woods
Sigourney Weaver,Morgan Freeman
Sigourney Weaver,Peter Yates
Christopher Plummer,James Woods
Christopher Plummer,Morgan Freeman
Christopher Plummer,Peter Yates
James Woods,Morgan Freeman
James Woods,Peter Yates
Morgan Freeman,Peter Yates
Dustin Hoffman,John Travolta
Dustin Hoffman,Alan Alda
Dustin Hoffman,Costa-Gavras
John Travolta,Alan Alda
John Travolta,Costa-Gavras
Alan Alda,Costa-Gavras
Klaus Maria Brandauer,Faye Dunaway
Felicity Huffman,William H. Macy
Jeff Bridges,Sam Waterston
Jeff Bridges,Frank Perry
Sam Waterston,Frank Perry
Richard Burton,Marcello Mastroianni
Judi Dench,Hugh Griffith
Natalie Portman,Anthony Hopkins
Natalie Portman,Kenneth Branagh
Anthony Hopkins,Kenneth Branagh
Burt Lancaster,Walter Matthau
Burt Lancaster,Una Merkel
Burt Lancaster,Burt Lancaster
Walter Matthau,Una Merkel
Walter Matthau,Burt Lancaster
Una Merkel,Burt Lancaster
Peter Falk,Burt Young
Peter Falk,Richard Jaeckel
Burt Young,Richard Jaeckel
Donna Reed,Marjorie Main
Dan Aykroyd,Thomas Haden Church
Ryan Gosling,Patricia Clarkson
Kevin Costner,Dennis Hopper
Kevin Costner,Stanley Tucci
Kevin Costner,Mare Winningham
Dennis Hopper,Stanley Tucci
Dennis Hopper,Mare Winningham
Stanley Tucci,Mare Winningham
Margaret Avery,Michael Clarke Duncan
Margaret Avery,Mo'Nique
Margaret Avery,James Earl Jones
Michael Clarke Duncan,Mo'Nique
Michael Clarke Duncan,James Earl Jones
Mo'Nique,James Earl Jones
Greg Kinnear,Sigourney Weaver
Warner Baxter,Ralph Bellamy
Warner Baxter,J. Carrol Naish
Ralph Bellamy,J. Carrol Naish
Gary Cooper,Loretta Young
Gary Cooper,William Demarest
Loretta Young,William Demarest
Valentina Cortese,Michelangelo Antonioni
Max von Sydow,Liv Ullmann
Colin Firth,Ben Kingsley
Paul Muni,Lillian Gish
Paul Muni,Alexander Knox
Paul Muni,John Farrow
Lillian Gish,Alexander Knox
Lillian Gish,John Farrow
Alexander Knox,John Farrow
Cornel Wilde,George Sanders
Cornel Wilde,John Sturges
George Sanders,John Sturges
Russell Crowe,Rachel McAdams
Russell Crowe,Helen Mirren
Rachel McAdams,Helen Mirren
Carole Lombard,Chester Morris
Carole Lombard,Gene Lockhart
Chester Morris,Gene Lockhart
Katharine Hepburn,Ralph Bellamy
John Wayne,Beulah Bondi
John Wayne,Marjorie Main
John Wayne,Henry Hathaway
Beulah Bondi,Marjorie Main
Beulah Bondi,Henry Hathaway
Marjorie Main,Henry Hathaway
Brian Donlevy,William Bendix
Brian Donlevy,Barry Fitzgerald
Brian Donlevy,John Farrow
William Bendix,Barry Fitzgerald
William Bendix,John Farrow
Barry Fitzgerald,John Farrow
Donald Crisp,William Demarest
Brian Donlevy,Bonita Granville
Brian Donlevy,William Bendix
Bonita Granville,William Bendix
William H. Macy,Elliott Gould
William H. Macy,Ned Beatty
Dustin Hoffman,Richard Jenkins
Dustin Hoffman,Kevin Kline
Dustin Hoffman,Frank Langella
Dustin Hoffman,William H. Macy
Richard Jenkins,Kevin Kline
Richard Jenkins,Frank Langella
Richard Jenkins,William H. Macy
Kevin Kline,Frank Langella
Kevin Kline,William H. Macy
Frank Langella,William H. Macy
Jack Lemmon,Mickey Rooney
Jack Lemmon,Arthur O'Connell
Mickey Rooney,Arthur O'Connell
Ben Kingsley,Jude Law
Ben Kingsley,Martin Scorsese
Jude Law,Martin Scorsese
Sylvia Sidney,Cary Grant
Pietro Germi,Pietro Germi
Bette Midler,Marsha Mason
Bette Midler,Eileen Brennan
Marsha Mason,Eileen Brennan
Jack Lemmon,Brian Donlevy
Jack Lemmon,Richard Jaeckel
Brian Donlevy,Richard Jaeckel
Ann-Margret,Red Buttons
Ann-Margret,Bing Crosby
Ann-Margret,Van Heflin
Red Buttons,Bing Crosby
Red Buttons,Van Heflin
Bing Crosby,Van Heflin
Barbra Streisand,Estelle Parsons
Barbra Streisand,Peter Yates
Estelle Parsons,Peter Yates
Robert Ryan,Charles Bickford
Robert Ryan,Jean Renoir
Charles Bickford,Jean Renoir
Tony Curtis,Henry Fonda
Tony Curtis,George Kennedy
Tony Curtis,Sally Kellerman
Henry Fonda,George Kennedy
Henry Fonda,Sally Kellerman
George Kennedy,Sally Kellerman
Jack Lemmon,Charles Bickford
Jane Wyman,Eve Arden
Jane Wyman,Tom Tully
Jane Wyman,Michael Curtiz
Eve Arden,Tom Tully
Eve Arden,Michael Curtiz
Tom Tully,Michael Curtiz
Jack Lemmon,Fred Astaire
Irene Dunne,Fred Astaire
Irene Dunne,Ginger Rogers
Fred Astaire,Ginger Rogers
Marjorie Main,Spring Byington
Marjorie Main,Jules Dassin
Spring Byington,Jules Dassin
Susan Peters,Mary Astor
Susan Peters,Jules Dassin
Mary Astor,Jules Dassin
Marjorie Rambeau,Gene Tierney
Marjorie Rambeau,John Ford
Gene Tierney,John Ford
Hume Cronyn,Spring Byington
Hume Cronyn,Jules Dassin
Spring Byington,Jules Dassin
J. Carrol Naish,Mervyn LeRoy
Gene Kelly,Frank Sinatra
Gene Kelly,Gene Kelly
Frank Sinatra,Gene Kelly
Melina Mercouri,Jules Dassin
Albert Finney,John Huston
Marcello Mastroianni,Melina Mercouri
Marcello Mastroianni,Jules Dassin
Melina Mercouri,Jules Dassin
Claude Rains,Oscar Homolka
Ann Harding,Basil Rathbone
Shirley Booth,Anthony Perkins
Shirley Booth,Shirley MacLaine
Anthony Perkins,Shirley MacLaine
Lewis Stone,Mickey Rooney
Alec Guinness,Peter Finch
Carol Kane,Viola Davis
James Woods,Susan Tyrrell
Ben Kingsley,Oprah Winfrey
Richard Jenkins,Sigourney Weaver
George Sanders,William Demarest
Miranda Richardson,Jim Broadbent
Sidney Poitier,Paul Winfield
Jim Broadbent,Christopher Plummer
Jim Broadbent,Anne Hathaway
Jim Broadbent,Tom Courtenay
Christopher Plummer,Anne Hathaway
Christopher Plummer,Tom Courtenay
Anne Hathaway,Tom Courtenay
Bette Davis,Walter Brennan
John C. Reilly,Jennifer Connelly
John C. Reilly,Christopher Plummer
John C. Reilly,Martin Landau
Jennifer Connelly,Christopher Plummer
Jennifer Connelly,Martin Landau
Christopher Plummer,Martin Landau
Charles Coburn,Hume Cronyn
Charles Coburn,Dean Stockwell
Charles Coburn,Gladys Cooper
Charles Coburn,Jessica Tandy
Hume Cronyn,Dean Stockwell
Hume Cronyn,Gladys Cooper
Hume Cronyn,Jessica Tandy
Dean Stockwell,Gladys Cooper
Dean Stockwell,Jessica Tandy
Gladys Cooper,Jessica Tandy
Michelle Pfeiffer,Whoopi Goldberg
Alan Arkin,Kathleen Turner
Ellen Burstyn,Ann-Margret
Omar Sharif,James Mason
Omar Sharif,Telly Savalas
Omar Sharif,Robert Morley
James Mason,Telly Savalas
James Mason,Robert Morley
Telly Savalas,Robert Morley
George Arliss,Mary Astor
Helen Mirren,Peter Fonda
James Coburn,Lynn Redgrave
James Coburn,Sidney Lumet
Lynn Redgrave,Sidney Lumet
Abigail Breslin,Rachel Weisz
Abigail Breslin,Kevin Kline
Rachel Weisz,Kevin Kline
Robert Mitchum,Jack Lemmon
Kenneth Branagh,Danny Boyle
Will Smith,Tommy Lee Jones
Will Smith,Josh Brolin
Will Smith,Emma Thompson
Tommy Lee Jones,Josh Brolin
Tommy Lee Jones,Emma Thompson
Josh Brolin,Emma Thompson
Burgess Meredith,Woody Allen
Bessie Love,Marie Dressler
Ray Milland,Robert Z. Leonard
Natalie Portman,Wes Anderson
Stockard Channing,Arthur Hiller
Jack Lemmon,Tom Tully
Helena Bonham Carter,John Gielgud
Helena Bonham Carter,Lynn Redgrave
John Gielgud,Lynn Redgrave
Susan Sarandon,Tommy Lee Jones
Susan Sarandon,William H. Macy
Tommy Lee Jones,William H. Macy
Claude Rains,Walter Brennan
Bill Murray,Gary Sinise
Shirley MacLaine,Bob Fosse
Jessica Lange,Kathy Bates
Jessica Lange,Joan Allen
Kathy Bates,Joan Allen
Ronald Colman,Loretta Young
Ronald Colman,Una Merkel
Ronald Colman,Mischa Auer
Loretta Young,Una Merkel
Loretta Young,Mischa Auer
Una Merkel,Mischa Auer
Richard Widmark,Alan Alda
Jane Darwell,John Ford
Jack Kruschen,Arthur Hunnicutt
Sophia Loren,Vittorio De Sica
Sam Shepard,Bruce Dern
Robert Mitchum,Martha Hyer
J. Carrol Naish,Robert Mitchum
Raymond Massey,Arthur Hunnicutt
Jane Wyman,Eddie Albert
Hume Cronyn,Jessica Tandy
Hume Cronyn,Teri Garr
Hume Cronyn,Geraldine Page
Hume Cronyn,John Schlesinger
Jessica Tandy,Teri Garr
Jessica Tandy,Geraldine Page
Jessica Tandy,John Schlesinger
Teri Garr,Geraldine Page
Teri Garr,John Schlesinger
Geraldine Page,John Schlesinger
William Holden,Richard Widmark
William Holden,Edward Dmytryk
Richard Widmark,Edward Dmytryk
Jennifer Connelly,Bradley Cooper
Jennifer Connelly,Scarlett Johansson
Bradley Cooper,Scarlett Johansson
Anthony Franciosa,Burt Young
Jennifer Hudson,Candice Bergen
Jeremy Irons,Ben Kingsley
Vanessa Redgrave,Brenda Fricker
Vanessa Redgrave,Imelda Staunton
Brenda Fricker,Imelda Staunton
Michael Redgrave,Alexander Knox
Michael Redgrave,Denholm Elliott
Alexander Knox,Denholm Elliott
Giancarlo Giannini,Christopher Walken
Donald Crisp,Lionel Barrymore
Angela Bassett,Samuel L. Jackson
Ingrid Bergman,George Sanders
Ingrid Bergman,Lucile Watson
George Sanders,Lucile Watson
Frank Morgan,Sam Wood
Jennifer Jones,Charlton Heston
Jennifer Jones,Karl Malden
Jennifer Jones,Tom Tully
Jennifer Jones,King Vidor
Charlton Heston,Karl Malden
Charlton Heston,Tom Tully
Charlton Heston,King Vidor
Karl Malden,Tom Tully
Karl Malden,King Vidor
Tom Tully,King Vidor
Salma Hayek,Burt Reynolds
Salma Hayek,John Malkovich
Salma Hayek,Mike Figgis
Burt Reynolds,John Malkovich
Burt Reynolds,Mike Figgis
John Malkovich,Mike Figgis
Marcello Mastroianni,Massimo Troisi
Walter Matthau,Vincent Gardenia
Annette Bening,Cloris Leachman
Annette Bening,Bette Midler
Annette Bening,Candice Bergen
Cloris Leachman,Bette Midler
Cloris Leachman,Candice Bergen
Bette Midler,Candice Bergen
Mary Pickford,Lionel Barrymore
Mary Pickford,Lillian Gish
Lionel Barrymore,Lillian Gish
Mary Pickford,Lionel Barrymore
Mary Pickford,Lillian Gish
Lionel Barrymore,Lillian Gish
Lionel Barrymore,Lillian Gish
Ellen Burstyn,Melissa Leo
Lionel Barrymore,Lillian Gish
Mary Pickford,Lionel Barrymore
Mary Pickford,Lillian Gish
Lionel Barrymore,Lillian Gish
Lionel Barrymore,Lillian Gish
Edmund Gwenn,Valentina Cortese
Lionel Barrymore,Lillian Gish
Lionel Barrymore,Lillian Gish
Diane Lane,Viola Davis
Diane Lane,James Franco
Viola Davis,James Franco
Mary Pickford,Lionel Barrymore
Mary Pickford,Lillian Gish
Lionel Barrymore,Lillian Gish
Lionel Barrymore,Donald Crisp
Warner Baxter,Charles Bickford
Warner Baxter,Roland Young
Warner Baxter,Cecil B. DeMille
Charles Bickford,Roland Young
Charles Bickford,Cecil B. DeMille
Roland Young,Cecil B. DeMille
Eddie Murphy,Thomas Haden Church
Lionel Barrymore,Donald Crisp
Lillian Gish,Lionel Barrymore
Clark Gable,Lana Turner
Clark Gable,Wesley Ruggles
Lana Turner,Wesley Ruggles
Whoopi Goldberg,Sharon Stone
Lionel Barrymore,Donald Crisp
George Kennedy,John Mills
George Kennedy,Edward Dmytryk
John Mills,Edward Dmytryk
Diane Keaton,Queen Latifah
Charles Bickford,Cecil B. DeMille
Kirk Douglas,Edward Dmytryk
Jared Leto,Stephen Rea
Adrien Brody,David Strathairn
Mo'Nique,Taraji P. Henson
Claude Rains,Anouk Aimée
Tatum O'Neal,Piper Laurie
Bob Hoskins,Robert Loggia
Bob Hoskins,Sally Kellerman
Bob Hoskins,Octavia Spencer
Robert Loggia,Sally Kellerman
Robert Loggia,Octavia Spencer
Sally Kellerman,Octavia Spencer
Walter Brennan,Jeanne Crain
Walter Brennan,Henry Hathaway
Jeanne Crain,Henry Hathaway
Dean Stockwell,James Gleason
Matt Dillon,Meg Tilly
Vittorio De Sica,Vittorio De Sica
Jim Broadbent,Colin Firth
Jim Broadbent,Carey Mulligan
Colin Firth,Carey Mulligan
Ernest Borgnine,Betsy Blair
Ernest Borgnine,Joe Mantell
Ernest Borgnine,Delbert Mann
Betsy Blair,Joe Mantell
Betsy Blair,Delbert Mann
Joe Mantell,Delbert Mann
Warner Baxter,Marjorie Rambeau
Warner Baxter,Irving Cummings
Marjorie Rambeau,Irving Cummings
Stephen Rea,Chloë Sevigny
Charles Boyer,Margaret Sullavan
Charles Boyer,Cecil Kellaway
Margaret Sullavan,Cecil Kellaway
Rita Moreno,Michael Curtiz
Richard Burton,Robert Mitchum
Richard Burton,Rod Steiger
Richard Burton,Christoph Waltz
Robert Mitchum,Rod Steiger
Robert Mitchum,Christoph Waltz
Rod Steiger,Christoph Waltz
Helen Hayes,Gary Cooper
Helen Hayes,Adolphe Menjou
Helen Hayes,Frank Borzage
Gary Cooper,Adolphe Menjou
Gary Cooper,Frank Borzage
Adolphe Menjou,Frank Borzage
Franchot Tone,George Kennedy
Dorothy McGuire,Robert Mitchum
Dorothy McGuire,Tom Tully
Dorothy McGuire,William Gargan
Dorothy McGuire,Edward Dmytryk
Robert Mitchum,Tom Tully
Robert Mitchum,William Gargan
Robert Mitchum,Edward Dmytryk
Tom Tully,William Gargan
Tom Tully,Edward Dmytryk
William Gargan,Edward Dmytryk
Christian Bale,Jane Alexander
Christian Bale,Helena Bonham Carter
Jane Alexander,Helena Bonham Carter
Patricia Arquette,Roland Joffé
Ralph Fiennes,Julianne Moore
Ralph Fiennes,Stephen Rea
Ralph Fiennes,Neil Jordan
Julianne Moore,Stephen Rea
Julianne Moore,Neil Jordan
Stephen Rea,Neil Jordan
Russell Crowe,Cate Blanchett
Russell Crowe,William Hurt
Russell Crowe,Max von Sydow
Russell Crowe,Ridley Scott
Cate Blanchett,William Hurt
Cate Blanchett,Max von Sydow
Cate Blanchett,Ridley Scott
William Hurt,Max von Sydow
William Hurt,Ridley Scott
Max von Sydow,Ridley Scott
Anthony Franciosa,Ernest Borgnine
Anthony Franciosa,Charles Walters
Ernest Borgnine,Charles Walters
Anthony Quinn,William A. Wellman
Charlton Heston,Maximilian Schell
Robert Vaughn,Eleanor Parker
Robert Vaughn,Dan O'Herlihy
Eleanor Parker,Dan O'Herlihy
Joan Fontaine,Edmond O'Brien
Joan Fontaine,Edmund Gwenn
Joan Fontaine,Jane Darwell
Edmond O'Brien,Edmund Gwenn
Edmond O'Brien,Jane Darwell
Edmund Gwenn,Jane Darwell
Elliott Gould,Robert Mitchum
Alan Bates,Jennifer Tilly
Loretta Young,Charles Boyer
Loretta Young,Charles Boyer
Melvyn Douglas,Gig Young
Melvyn Douglas,Anne Baxter
Gig Young,Anne Baxter
Cloris Leachman,Mercedes Ruehl
Cloris Leachman,Lee Grant
Mercedes Ruehl,Lee Grant
Jack Oakie,Ginger Rogers
Willem Dafoe,Stephen Rea
Elliott Gould,Ben Kingsley
Basil Rathbone,David Niven
Basil Rathbone,Donald Crisp
Basil Rathbone,Barry Fitzgerald
David Niven,Donald Crisp
David Niven,Barry Fitzgerald
Donald Crisp,Barry Fitzgerald
Terrence Howard,Queen Latifah
Una Merkel,Norman Taurog
Gary Cooper,Merle Oberon
Gary Cooper,Walter Brennan
Merle Oberon,Walter Brennan
Alec Guinness,Bette Davis
Robert Mitchum,Ellen Burstyn
Robert Mitchum,Rock Hudson
Robert Mitchum,J. Lee Thompson
Ellen Burstyn,Rock Hudson
Ellen Burstyn,J. Lee Thompson
Rock Hudson,J. Lee Thompson
Billy Bob Thornton,Winona Ryder
Billy Bob Thornton,Kim Basinger
Billy Bob Thornton,Mickey Rourke
Winona Ryder,Kim Basinger
Winona Ryder,Mickey Rourke
Kim Basinger,Mickey Rourke
Sandra Bullock,Bradley Cooper
Sandra Bullock,Thomas Haden Church
Bradley Cooper,Thomas Haden Church
Eleanor Parker,Edmund Gwenn
Anthony Perkins,Alfre Woodard
Dean Stockwell,Gladys Cooper
Dean Stockwell,Elsa Lanchester
Gladys Cooper,Elsa Lanchester
Matt Dillon,Angela Bassett
Matt Dillon,Alan Alda
Matt Dillon,Vera Farmiga
Angela Bassett,Alan Alda
Angela Bassett,Vera Farmiga
Alan Alda,Vera Farmiga
Alec Guinness,Robert Redford
Barbara Stanwyck,Henry Fonda
Barbara Stanwyck,Wesley Ruggles
Henry Fonda,Wesley Ruggles
Angela Bassett,Margaret Avery
David Niven,Teresa Wright
Gérard Depardieu,Uma Thurman
Gérard Depardieu,Tim Roth
Gérard Depardieu,Roland Joffé
Uma Thurman,Tim Roth
Uma Thurman,Roland Joffé
Tim Roth,Roland Joffé
Leonardo DiCaprio,Mark Ruffalo
Leonardo DiCaprio,Ben Kingsley
Leonardo DiCaprio,Patricia Clarkson
Leonardo DiCaprio,Max von Sydow
Leonardo DiCaprio,Jackie Earle Haley
Leonardo DiCaprio,Martin Scorsese
Mark Ruffalo,Ben Kingsley
Mark Ruffalo,Patricia Clarkson
Mark Ruffalo,Max von Sydow
Mark Ruffalo,Jackie Earle Haley
Mark Ruffalo,Martin Scorsese
Ben Kingsley,Patricia Clarkson
Ben Kingsley,Max von Sydow
Ben Kingsley,Jackie Earle Haley
Ben Kingsley,Martin Scorsese
Patricia Clarkson,Max von Sydow
Patricia Clarkson,Jackie Earle Haley
Patricia Clarkson,Martin Scorsese
Max von Sydow,Jackie Earle Haley
Max von Sydow,Martin Scorsese
Jackie Earle Haley,Martin Scorsese
Barbara Stanwyck,Melvyn Douglas
Barbara Stanwyck,George Stevens
Melvyn Douglas,George Stevens
Fredric March,Cary Grant
Fredric March,Carole Lombard
Fredric March,Jack Oakie
Cary Grant,Carole Lombard
Cary Grant,Jack Oakie
Carole Lombard,Jack Oakie
Bob Hoskins,Dan Aykroyd
Bob Hoskins,Bob Hoskins
Dan Aykroyd,Bob Hoskins
Nick Nolte,Timothy Hutton
Nick Nolte,Sally Kirkland
Timothy Hutton,Sally Kirkland
Gérard Depardieu,Tim Roth
Loretta Young,Stuart Erwin
Loretta Young,Claire Trevor
Loretta Young,Walter Lang
Stuart Erwin,Claire Trevor
Stuart Erwin,Walter Lang
Claire Trevor,Walter Lang
Charlize Theron,Kim Basinger
Charlize Theron,Jennifer Lawrence
Kim Basinger,Jennifer Lawrence
Natalie Wood,Thelma Ritter
Cary Grant,Franchot Tone
Cary Grant,Eddie Albert
Franchot Tone,Eddie Albert
Ruth Chatterton,Lewis Stone
Ruth Chatterton,Lionel Barrymore
Lewis Stone,Lionel Barrymore
Gladys George,Ruth Hussey
Gladys George,Sam Wood
Ruth Hussey,Sam Wood
Lana Turner,Burgess Meredith
Shelley Winters,Telly Savalas
Shelley Winters,Lee Grant
Telly Savalas,Lee Grant
George Segal,Jack Warden
George Segal,Sidney Lumet
Jack Warden,Sidney Lumet
Johnny Depp,Matt Dillon
Johnny Depp,Martin Scorsese
Matt Dillon,Martin Scorsese
Ron Moody,Denholm Elliott
Theodore Bikel,Jack Kruschen
Theodore Bikel,Henry Koster
Jack Kruschen,Henry Koster
Peter Jackson,Peter Jackson
Billy Bob Thornton,Julianne Moore
Kirk Douglas,Anthony Quinn
Kirk Douglas,Carolyn Jones
Kirk Douglas,John Sturges
Anthony Quinn,Carolyn Jones
Anthony Quinn,John Sturges
Carolyn Jones,John Sturges
Walter Brennan,Sidney Poitier
Walter Brennan,William A. Wellman
Sidney Poitier,William A. Wellman
Donald Crisp,Edmund Gwenn
Donald Crisp,Sara Allgood
Edmund Gwenn,Sara Allgood
Ali MacGraw,Sidney Lumet
Marlon Brando,Joanne Woodward
Marlon Brando,Anna Magnani
Marlon Brando,Maureen Stapleton
Marlon Brando,Sidney Lumet
Joanne Woodward,Anna Magnani
Joanne Woodward,Maureen Stapleton
Joanne Woodward,Sidney Lumet
Anna Magnani,Maureen Stapleton
Anna Magnani,Sidney Lumet
Maureen Stapleton,Sidney Lumet
Ronald Colman,Gary Cooper
Angela Bassett,Tim Robbins
Angela Bassett,Geoffrey Rush
Angela Bassett,Michael Clarke Duncan
Tim Robbins,Geoffrey Rush
Tim Robbins,Michael Clarke Duncan
Geoffrey Rush,Michael Clarke Duncan
Norma Shearer,Bonita Granville
Norma Shearer,Mervyn LeRoy
Bonita Granville,Mervyn LeRoy
Rex Harrison,Dean Jagger
Rex Harrison,Robert Morley
Rex Harrison,Jane Darwell
Dean Jagger,Robert Morley
Dean Jagger,Jane Darwell
Robert Morley,Jane Darwell
Johnny Depp,Sam Waterston
Johnny Depp,Kathleen Turner
Johnny Depp,David O. Russell
Sam Waterston,Kathleen Turner
Sam Waterston,David O. Russell
Kathleen Turner,David O. Russell
James Cagney,William Bendix
James Cagney,Broderick Crawford
William Bendix,Broderick Crawford
Jennifer Jason Leigh,Albert Finney
Jennifer Jason Leigh,Maggie Smith
Albert Finney,Maggie Smith
Amy Adams,Alan Arkin
Forest Whitaker,Eddie Redmayne
Marianne Jean-Baptiste,Peter Bogdanovich
Kate Winslet,Ralph Fiennes
